,collective_training_n_excluded,collective_training_prevalence,collective_KVP_n_excluded,collective_FocalSpots_n_excluded,collective_CE_n_excluded,collective_Manufacturer_n_excluded,covariate_training_n_excluded,covariate_training_prevalence,covariate_KVP_n_excluded,covariate_FocalSpots_n_excluded,covariate_CE_n_excluded,covariate_Manufacturer_n_excluded,separate_training_n_excluded,separate_training_prevalence,separate_KVP_n_excluded,separate_FocalSpots_n_excluded,separate_CE_n_excluded,separate_Manufacturer_n_excluded
19,0,0.5757575757575758,0,0,0,0,0,0.5757575757575758,0,0,0,0,2.0,0.5692307692307692,0.0,2.0,0.0,0.0
20,1,0.5147058823529411,1,0,0,0,1,0.5147058823529411,1,0,0,0,4.0,0.518796992481203,2.0,2.0,0.0,0.0
21,1,0.5172413793103449,1,0,0,0,1,0.5172413793103449,1,0,0,0,4.0,0.5211267605633803,2.0,2.0,0.0,0.0
22,1,0.5071428571428571,1,0,0,0,1,0.5071428571428571,1,0,0,0,4.0,0.5109489051094891,2.0,2.0,0.0,0.0
23,1,0.527027027027027,1,0,0,0,1,0.527027027027027,1,0,0,0,4.0,0.5310344827586206,2.0,2.0,0.0,0.0
24,1,0.5,1,0,0,0,1,0.5,1,0,0,0,4.0,0.5034013605442177,2.0,2.0,0.0,0.0
25,0,0.5367647058823529,0,0,0,0,0,0.5367647058823529,0,0,0,0,3.0,0.5413533834586466,0.0,2.0,0.0,1.0
26,0,0.5135135135135135,0,0,0,0,0,0.5135135135135135,0,0,0,0,3.0,0.5172413793103449,0.0,2.0,0.0,1.0
27,0,0.4834437086092715,0,0,0,0,0,0.4834437086092715,0,0,0,0,3.0,0.4864864864864865,0.0,2.0,0.0,1.0
28,0,0.5306122448979592,0,0,0,0,0,0.5306122448979592,0,0,0,0,3.0,0.5347222222222222,0.0,2.0,0.0,1.0
29,0,0.5211267605633803,0,0,0,0,0,0.5211267605633803,0,0,0,0,3.0,0.5251798561151079,0.0,2.0,0.0,1.0
30,1,0.4864864864864865,1,0,0,0,1,0.4864864864864865,1,0,0,0,9.0,0.5071428571428571,3.0,4.0,1.0,1.0
31,1,0.4589041095890411,1,0,0,0,1,0.4589041095890411,1,0,0,0,9.0,0.4782608695652174,3.0,4.0,1.0,1.0
32,1,0.5362318840579711,1,0,0,0,1,0.5362318840579711,1,0,0,0,9.0,0.5615384615384615,3.0,4.0,1.0,1.0
33,1,0.5273972602739726,1,0,0,0,1,0.5273972602739726,1,0,0,0,9.0,0.5507246376811594,3.0,4.0,1.0,1.0
34,1,0.5602836879432624,1,0,0,0,1,0.5602836879432624,1,0,0,0,9.0,0.5864661654135338,3.0,4.0,1.0,1.0
35,0,0.5909090909090909,0,0,0,0,0,0.5909090909090909,0,0,0,0,,,,,,
36,0,0.4652777777777778,0,0,0,0,0,0.4652777777777778,0,0,0,0,,,,,,
37,0,0.5133333333333333,0,0,0,0,0,0.5133333333333333,0,0,0,0,,,,,,
38,0,0.5231788079470199,0,0,0,0,0,0.5231788079470199,0,0,0,0,,,,,,
39,0,0.4965986394557823,0,0,0,0,0,0.4965986394557823,0,0,0,0,,,,,,
40,0,0.524822695035461,0,0,0,0,0,0.524822695035461,0,0,0,0,3.0,0.5362318840579711,1.0,2.0,0.0,0.0
41,0,0.5067567567567568,0,0,0,0,0,0.5067567567567568,0,0,0,0,3.0,0.5172413793103449,1.0,2.0,0.0,0.0
42,0,0.5467625899280576,0,0,0,0,0,0.5467625899280576,0,0,0,0,3.0,0.5588235294117647,1.0,2.0,0.0,0.0
43,0,0.4701986754966887,0,0,0,0,0,0.4701986754966887,0,0,0,0,3.0,0.4797297297297297,1.0,2.0,0.0,0.0
44,0,0.5379310344827586,0,0,0,0,0,0.5379310344827586,0,0,0,0,3.0,0.5492957746478874,1.0,2.0,0.0,0.0
45,0,0.5401459854014599,0,0,0,0,0,0.5401459854014599,0,0,0,0,3.0,0.5522388059701493,1.0,2.0,0.0,0.0
46,0,0.5103448275862069,0,0,0,0,0,0.5103448275862069,0,0,0,0,3.0,0.5211267605633803,1.0,2.0,0.0,0.0
47,0,0.527027027027027,0,0,0,0,0,0.527027027027027,0,0,0,0,3.0,0.5379310344827586,1.0,2.0,0.0,0.0
48,0,0.5067567567567568,0,0,0,0,0,0.5067567567567568,0,0,0,0,3.0,0.5172413793103449,1.0,2.0,0.0,0.0
49,0,0.5,0,0,0,0,0,0.5,0,0,0,0,3.0,0.5104895104895105,1.0,2.0,0.0,0.0
