,collective_training_n_excluded,collective_training_prevalence,collective_KVP_n_excluded,collective_FocalSpots_n_excluded,collective_CE_n_excluded,collective_Manufacturer_n_excluded,covariate_training_n_excluded,covariate_training_prevalence,covariate_KVP_n_excluded,covariate_FocalSpots_n_excluded,covariate_CE_n_excluded,covariate_Manufacturer_n_excluded,separate_training_n_excluded,separate_training_prevalence,separate_KVP_n_excluded,separate_FocalSpots_n_excluded,separate_CE_n_excluded,separate_Manufacturer_n_excluded
0,0,0.2560975609756097,0,0,0,0,,,,,,,,,,,,
1,0,0.3103448275862069,0,0,0,0,,,,,,,,,,,,
2,0,0.2891566265060241,0,0,0,0,,,,,,,,,,,,
3,0,0.3295454545454545,0,0,0,0,,,,,,,,,,,,
4,0,0.2738095238095238,0,0,0,0,,,,,,,,,,,,
5,0,0.2666666666666666,0,0,0,0,,,,,,,,,,,,
6,0,0.3561643835616438,0,0,0,0,,,,,,,,,,,,
7,0,0.3333333333333333,0,0,0,0,,,,,,,,,,,,
8,0,0.2736842105263158,0,0,0,0,,,,,,,,,,,,
9,0,0.240506329113924,0,0,0,0,,,,,,,,,,,,
10,0,0.2444444444444444,0,0,0,0,,,,,,,,,,,,
11,0,0.3493975903614458,0,0,0,0,,,,,,,,,,,,
12,0,0.2117647058823529,0,0,0,0,,,,,,,,,,,,
13,0,0.2954545454545454,0,0,0,0,,,,,,,,,,,,
14,0,0.3717948717948718,0,0,0,0,,,,,,,,,,,,
15,0,0.2528735632183908,0,0,0,0,,,,,,,,,,,,
16,0,0.2650602409638554,0,0,0,0,,,,,,,,,,,,
17,0,0.3095238095238095,0,0,0,0,,,,,,,,,,,,
18,0,0.2857142857142857,0,0,0,0,,,,,,,,,,,,
19,0,0.3611111111111111,0,0,0,0,,,,,,,,,,,,
20,0,0.2727272727272727,0,0,0,0,,,,,,,,,,,,
21,0,0.3023255813953488,0,0,0,0,,,,,,,,,,,,
22,0,0.2716049382716049,0,0,0,0,,,,,,,,,,,,
23,0,0.3258426966292135,0,0,0,0,,,,,,,,,,,,
24,0,0.2857142857142857,0,0,0,0,,,,,,,,,,,,
25,0,0.3026315789473684,0,0,0,0,,,,,,,,,,,,
26,0,0.2954545454545454,0,0,0,0,,,,,,,,,,,,
27,0,0.2527472527472527,0,0,0,0,,,,,,,,,,,,
28,0,0.3218390804597701,0,0,0,0,,,,,,,,,,,,
29,0,0.2926829268292683,0,0,0,0,,,,,,,,,,,,
30,0,0.2584269662921348,0,0,0,0,,,,,,,,,,,,
31,0,0.2068965517241379,0,0,0,0,,,,,,,,,,,,
32,0,0.3164556962025316,0,0,0,0,,,,,,,,,,,,
33,0,0.3218390804597701,0,0,0,0,,,,,,,,,,,,
34,0,0.3658536585365853,0,0,0,0,,,,,,,,,,,,
35,0,0.3888888888888889,0,0,0,0,,,,,,,,,,,,
36,0,0.2023809523809523,0,0,0,0,,,,,,,,,,,,
37,0,0.3,0,0,0,0,,,,,,,,,,,,
38,0,0.3186813186813186,0,0,0,0,,,,,,,,,,,,
39,0,0.264367816091954,0,0,0,0,,,,,,,,,,,,
40,0,0.2962962962962963,0,0,0,0,,,,,,,,,,,,
41,0,0.2840909090909091,0,0,0,0,,,,,,,,,,,,
42,0,0.3291139240506329,0,0,0,0,,,,,,,,,,,,
43,0,0.2307692307692307,0,0,0,0,,,,,,,,,,,,
44,0,0.3294117647058823,0,0,0,0,,,,,,,,,,,,
45,0,0.3116883116883117,0,0,0,0,,,,,,,,,,,,
46,0,0.2823529411764706,0,0,0,0,,,,,,,,,,,,
47,0,0.3181818181818182,0,0,0,0,,,,,,,,,,,,
48,0,0.2840909090909091,0,0,0,0,,,,,,,,,,,,
49,0,0.2674418604651162,0,0,0,0,,,,,,,,,,,,
