,collective_training_n_excluded,collective_training_prevalence,collective_KVP_n_excluded,collective_FocalSpots_n_excluded,collective_CE_n_excluded,collective_Manufacturer_n_excluded,covariate_training_n_excluded,covariate_training_prevalence,covariate_KVP_n_excluded,covariate_FocalSpots_n_excluded,covariate_CE_n_excluded,covariate_Manufacturer_n_excluded,separate_training_n_excluded,separate_training_prevalence,separate_KVP_n_excluded,separate_FocalSpots_n_excluded,separate_CE_n_excluded,separate_Manufacturer_n_excluded
31,1,0.5771144278606966,1,0,0,0,1,0.5771144278606966,1,0,0,0,8,0.5876288659793815,3,5,0,0
32,1,0.6373056994818653,1,0,0,0,1,0.6373056994818653,1,0,0,0,8,0.6505376344086021,3,5,0,0
33,1,0.6268656716417911,1,0,0,0,1,0.6268656716417911,1,0,0,0,8,0.6391752577319587,3,5,0,0
34,1,0.6530612244897959,1,0,0,0,1,0.6530612244897959,1,0,0,0,8,0.6666666666666666,3,5,0,0
35,1,0.6774193548387096,1,0,0,0,1,0.6774193548387096,1,0,0,0,1,0.6774193548387096,1,0,0,0
36,1,0.5808080808080808,1,0,0,0,1,0.5808080808080808,1,0,0,0,1,0.5808080808080808,1,0,0,0
37,1,0.6127450980392157,1,0,0,0,1,0.6127450980392157,1,0,0,0,1,0.6127450980392157,1,0,0,0
38,1,0.6195121951219512,1,0,0,0,1,0.6195121951219512,1,0,0,0,1,0.6195121951219512,1,0,0,0
39,1,0.6019900497512438,1,0,0,0,1,0.6019900497512438,1,0,0,0,1,0.6019900497512438,1,0,0,0
40,1,0.6256410256410256,1,0,0,0,1,0.6256410256410256,1,0,0,0,5,0.6387434554973822,3,2,0,0
41,1,0.6089108910891089,1,0,0,0,1,0.6089108910891089,1,0,0,0,5,0.6212121212121212,3,2,0,0
42,1,0.6424870466321243,1,0,0,0,1,0.6424870466321243,1,0,0,0,5,0.656084656084656,3,2,0,0
43,1,0.5804878048780487,1,0,0,0,1,0.5804878048780487,1,0,0,0,5,0.5920398009950248,3,2,0,0
44,1,0.6331658291457286,1,0,0,0,1,0.6331658291457286,1,0,0,0,5,0.6461538461538462,3,2,0,0
45,1,0.6387434554973822,1,0,0,0,1,0.6387434554973822,1,0,0,0,6,0.6559139784946236,3,3,0,0
46,1,0.6130653266331658,1,0,0,0,1,0.6130653266331658,1,0,0,0,6,0.6288659793814433,3,3,0,0
47,1,0.6237623762376238,1,0,0,0,1,0.6237623762376238,1,0,0,0,6,0.6395939086294417,3,3,0,0
48,1,0.6089108910891089,1,0,0,0,1,0.6089108910891089,1,0,0,0,6,0.6243654822335025,3,3,0,0
49,1,0.605,1,0,0,0,1,0.605,1,0,0,0,6,0.6205128205128205,3,3,0,0
