,collective_training_n_excluded,collective_training_prevalence,collective_KVP_n_excluded,collective_FocalSpots_n_excluded,collective_CE_n_excluded,collective_Manufacturer_n_excluded,covariate_training_n_excluded,covariate_training_prevalence,covariate_KVP_n_excluded,covariate_FocalSpots_n_excluded,covariate_CE_n_excluded,covariate_Manufacturer_n_excluded,separate_training_n_excluded,separate_training_prevalence,separate_KVP_n_excluded,separate_FocalSpots_n_excluded,separate_CE_n_excluded,separate_Manufacturer_n_excluded
0,0,0.4692307692307692,0,0,0,0,0,0.4692307692307692,0,0,0,0,,,,,,
1,0,0.4962962962962963,0,0,0,0,0,0.4962962962962963,0,0,0,0,,,,,,
2,0,0.4885496183206106,0,0,0,0,0,0.4885496183206106,0,0,0,0,,,,,,
3,0,0.5073529411764706,0,0,0,0,0,0.5073529411764706,0,0,0,0,,,,,,
4,0,0.4772727272727273,0,0,0,0,0,0.4772727272727273,0,0,0,0,,,,,,
5,0,0.463768115942029,0,0,0,0,0,0.463768115942029,0,0,0,0,4.0,0.4552238805970149,0.0,4.0,0.0,0.0
6,0,0.5454545454545454,0,0,0,0,0,0.5454545454545454,0,0,0,0,4.0,0.5384615384615384,0.0,4.0,0.0,0.0
7,0,0.5111111111111111,0,0,0,0,0,0.5111111111111111,0,0,0,0,4.0,0.5038167938931297,0.0,4.0,0.0,0.0
8,0,0.4615384615384615,0,0,0,0,0,0.4615384615384615,0,0,0,0,4.0,0.4532374100719424,0.0,4.0,0.0,0.0
9,0,0.4645669291338583,0,0,0,0,0,0.4645669291338583,0,0,0,0,4.0,0.4552845528455284,0.0,4.0,0.0,0.0
10,0,0.4492753623188406,0,0,0,0,0,0.4492753623188406,0,0,0,0,,,,,,
11,0,0.5267175572519084,0,0,0,0,0,0.5267175572519084,0,0,0,0,,,,,,
12,0,0.4360902255639097,0,0,0,0,0,0.4360902255639097,0,0,0,0,,,,,,
13,0,0.4852941176470588,0,0,0,0,0,0.4852941176470588,0,0,0,0,,,,,,
14,0,0.5476190476190477,0,0,0,0,0,0.5476190476190477,0,0,0,0,,,,,,
15,0,0.4592592592592592,0,0,0,0,0,0.4592592592592592,0,0,0,0,2.0,0.4511278195488721,0.0,2.0,0.0,0.0
16,0,0.4732824427480916,0,0,0,0,0,0.4732824427480916,0,0,0,0,2.0,0.4651162790697674,0.0,2.0,0.0,0.0
17,0,0.5,0,0,0,0,0,0.5,0,0,0,0,2.0,0.4923076923076923,0.0,2.0,0.0,0.0
18,0,0.4657534246575342,0,0,0,0,0,0.4657534246575342,0,0,0,0,2.0,0.4583333333333333,0.0,2.0,0.0,0.0
